city_name,date,total_orders,roc_orders,wg_orders,roc_fee,wg_fee
city_118,2022-06-08,1,,,,
city_120,2022-06-08,1,,,,
city_121,2022-06-08,1,,,,
city_125,2022-06-08,3,1,,50,
city_144,2022-06-08,1,,1,,100
city_160,2022-06-08,4,,,,
city_166,2022-06-08,1,,,,
city_167,2022-06-08,1,,,,
city_173,2022-06-08,1,,,,
city_176,2022-06-08,1,,,,
city_186,2022-06-08,1,,,,
city_210,2022-06-08,1,,,,
city_230,2022-06-08,1,,,,
city_237,2022-06-08,1,,,,
city_257,2022-06-08,1,,,,
city_264,2022-06-08,1,,,,
city_273,2022-06-08,2,,,,
city_290,2022-06-08,4,,1,,100
city_300,2022-06-08,1,,,,
city_306,2022-06-08,1,,,,
city_315,2022-06-08,1,,,,
city_324,2022-06-08,2,,,,
city_333,2022-06-08,1,,,,
city_374,2022-06-08,13,1,3,50,100
city_384,2022-06-08,1,,,,
"Miami, FL",2022-06-08,3,,,,
city_410,2022-06-08,1,1,,50,
city_411,2022-06-08,5,,,,
city_422,2022-06-08,1,,,,
city_439,2022-06-08,1,,,,
city_447,2022-06-08,23,4,6,50,100
city_471,2022-06-08,1,,,,
city_480,2022-06-08,1,,,,
city_494,2022-06-08,2,,1,,100
city_495,2022-06-08,2,,,,
city_499,2022-06-08,1,1,,50,
city_510,2022-06-08,2,,,,
city_512,2022-06-08,2,,1,,100
city_516,2022-06-08,1,,,,
city_518,2022-06-08,1,,,,
city_522,2022-06-08,2,,,,
city_527,2022-06-08,1,,,,
city_548,2022-06-08,1,,,,
city_556,2022-06-08,1,,,,
city_559,2022-06-08,4,1,,50,
"San Francisco, CA",2022-06-08,7,1,,50,
city_561,2022-06-08,4,1,,50,
city_566,2022-06-08,1,,,,
city_567,2022-06-08,1,,,,
city_568,2022-06-08,1,,,,
city_574,2022-06-08,3,,,,
city_629,2022-06-08,1,,,,
city_640,2022-06-08,1,,,,
city_643,2022-06-08,1,,,,
city_645,2022-06-08,1,,1,,100
city_647,2022-06-08,1,,,,
city_673,2022-06-08,5,,,,
city_683,2022-06-08,2,,1,,100
city_699,2022-06-08,1,,,,
city_704,2022-06-09,2,,,,
city_009,2022-06-09,1,,,,
city_027,2022-06-09,1,,,,
city_036,2022-06-09,6,1,1,50,100
city_055,2022-06-09,1,,,,
city_063,2022-06-09,1,,,,
city_078,2022-06-09,5,,1,,100
city_081,2022-06-09,1,,,,
city_085,2022-06-09,1,,,,
city_088,2022-06-09,2,,,,
city_089,2022-06-09,1,,,,
city_093,2022-06-09,2,,,,
city_119,2022-06-09,1,,,,
city_122,2022-06-09,1,1,,50,
city_123,2022-06-09,2,,,,
city_125,2022-06-09,6,1,,50,
city_127,2022-06-09,1,,,,
city_133,2022-06-09,2,,,,
city_160,2022-06-09,5,1,,50,
city_173,2022-06-09,4,,,,
city_176,2022-06-09,2,1,,50,
city_179,2022-06-09,1,,,,
city_186,2022-06-09,1,,,,
city_213,2022-06-09,1,,,,
city_254,2022-06-09,1,,,,
city_290,2022-06-09,4,1,,50,
city_346,2022-06-09,1,,,,
city_351,2022-06-09,2,,,,
city_357,2022-06-09,1,1,,50,
city_364,2022-06-09,2,,1,,100
city_374,2022-06-09,12,3,1,50,100
"Miami, FL",2022-06-09,2,,,,
city_410,2022-06-09,1,,,,
city_411,2022-06-09,2,,,,
city_427,2022-06-09,1,,,,
city_440,2022-06-09,1,,,,
city_447,2022-06-09,31,3,6,50,100
city_449,2022-06-09,1,,,,
city_464,2022-06-09,1,,,,
city_494,2022-06-09,12,5,1,50,100
city_495,2022-06-09,2,,1,,100
city_510,2022-06-09,4,,,,
city_515,2022-06-09,1,,,,
city_529,2022-06-09,1,,,,
city_532,2022-06-09,1,,,,
city_538,2022-06-09,1,1,,50,
city_548,2022-06-09,3,,,,
city_559,2022-06-09,4,1,,50,
"San Francisco, CA",2022-06-09,8,2,2,50,100
city_561,2022-06-09,3,2,,50,
city_568,2022-06-09,1,,,,
city_574,2022-06-09,9,,,,
city_607,2022-06-09,2,,1,,100
city_619,2022-06-09,1,,1,,100
city_629,2022-06-09,3,,1,,100
city_643,2022-06-09,1,,1,,100
city_654,2022-06-09,1,,,,
city_673,2022-06-09,6,,1,,100
city_675,2022-06-09,1,,,,
city_693,2022-06-09,1,,,,
city_704,2022-06-10,2,,,,
city_005,2022-06-10,1,,,,
city_036,2022-06-10,2,,,,
city_045,2022-06-10,2,,,,
city_047,2022-06-10,4,,1,,100
city_063,2022-06-10,1,,,,
city_088,2022-06-10,1,,1,,100
city_120,2022-06-10,1,,,,
city_121,2022-06-10,3,,,,
city_122,2022-06-10,1,,,,
city_125,2022-06-10,10,2,,50,
city_133,2022-06-10,1,,1,,100
city_136,2022-06-10,1,,1,,100
city_144,2022-06-10,1,,,,
city_160,2022-06-10,1,,1,,100
city_173,2022-06-10,3,,,,
city_176,2022-06-10,1,,,,
city_186,2022-06-10,3,,,,
city_213,2022-06-10,1,,,,
city_254,2022-06-10,1,,,,
city_295,2022-06-10,1,,,,
city_306,2022-06-10,1,,,,
city_329,2022-06-10,1,,,,
city_374,2022-06-10,17,1,1,50,100
"Miami, FL",2022-06-10,1,,,,
city_410,2022-06-10,1,1,,50,
city_411,2022-06-10,1,,,,
city_438,2022-06-10,1,,,,
city_440,2022-06-10,1,,,,
city_444,2022-06-10,1,,,,
city_447,2022-06-10,23,1,6,50,100
city_494,2022-06-10,4,1,,50,
city_495,2022-06-10,5,1,,50,
city_499,2022-06-10,1,,,,
city_500,2022-06-10,1,,,,
city_510,2022-06-10,1,,,,
city_516,2022-06-10,1,,,,
city_529,2022-06-10,1,,,,
city_532,2022-06-10,1,,,,
city_548,2022-06-10,1,,1,,100
city_554,2022-06-10,1,,,,
city_556,2022-06-10,1,,,,
city_558,2022-06-10,1,,,,
city_559,2022-06-10,3,,,,
"San Francisco, CA",2022-06-10,9,,3,,100
city_561,2022-06-10,4,,,,
city_569,2022-06-10,1,1,,50,
city_574,2022-06-10,4,,,,
city_607,2022-06-10,3,,,,
city_638,2022-06-10,1,,,,
city_639,2022-06-10,1,,,,
city_673,2022-06-10,5,,,,
city_005,2022-06-11,1,,,,
city_009,2022-06-11,1,,1,,100
city_023,2022-06-11,1,,1,,100
city_036,2022-06-11,2,,,,
city_041,2022-06-11,1,,,,
city_045,2022-06-11,4,,1,,100
city_078,2022-06-11,10,1,1,50,100
city_081,2022-06-11,1,,1,,100
city_088,2022-06-11,3,,,,
city_090,2022-06-11,1,,,,
city_093,2022-06-11,1,,,,
city_106,2022-06-11,2,,,,
city_121,2022-06-11,2,,,,
city_125,2022-06-11,10,,2,,100
city_126,2022-06-11,1,,,,
city_133,2022-06-11,1,,,,
city_138,2022-06-11,1,,,,
city_144,2022-06-11,1,1,,50,
city_160,2022-06-11,3,,,,
city_173,2022-06-11,4,1,,50,
city_176,2022-06-11,2,,2,,100
city_223,2022-06-11,1,,,,
city_252,2022-06-11,1,,,,
city_254,2022-06-11,1,,,,
city_300,2022-06-11,1,,,,
city_303,2022-06-11,1,,1,,100
city_306,2022-06-11,3,,,,
city_324,2022-06-11,1,,,,
city_351,2022-06-11,1,,,,
city_374,2022-06-11,20,4,2,50,100
city_384,2022-06-11,1,,,,
"Miami, FL",2022-06-11,2,,1,,100
city_424,2022-06-11,1,,,,
city_440,2022-06-11,2,1,1,50,100
city_443,2022-06-11,1,,,,
city_447,2022-06-11,28,1,2,50,100
city_480,2022-06-11,2,,,,
city_491,2022-06-11,1,,,,
city_494,2022-06-11,3,,,,
city_495,2022-06-11,1,,,,
city_509,2022-06-11,1,,,,
city_510,2022-06-11,3,,,,
city_512,2022-06-11,1,,,,
city_513,2022-06-11,1,,,,
city_515,2022-06-11,1,,,,
city_518,2022-06-11,1,,,,
city_522,2022-06-11,4,,1,,100
city_529,2022-06-11,1,1,,50,
city_532,2022-06-11,2,,,,
city_538,2022-06-11,1,,,,
city_548,2022-06-11,1,,,,
city_555,2022-06-11,1,1,,50,
city_558,2022-06-11,1,1,,50,
city_559,2022-06-11,5,2,1,50,100
"San Francisco, CA",2022-06-11,10,1,1,50,100
city_561,2022-06-11,2,,,,
city_567,2022-06-11,1,,1,,100
city_568,2022-06-11,1,,,,
city_574,2022-06-11,8,,,,
city_575,2022-06-11,1,,1,,100
city_607,2022-06-11,1,,,,
city_629,2022-06-11,2,,,,
city_643,2022-06-11,1,,,,
city_654,2022-06-11,1,,,,
city_673,2022-06-11,9,,2,,100
city_690,2022-06-11,1,,,,
city_697,2022-06-11,1,,,,
city_701,2022-06-11,1,,,,
city_704,2022-06-12,2,,,,
city_009,2022-06-12,1,,,,
city_016,2022-06-12,1,,,,
city_023,2022-06-12,1,,,,
city_036,2022-06-12,4,1,,50,
city_045,2022-06-12,2,,2,,100
city_046,2022-06-12,1,,,,
city_047,2022-06-12,4,,,,
city_064,2022-06-12,1,,,,
city_076,2022-06-12,1,,,,
city_078,2022-06-12,7,,2,,100
city_079,2022-06-12,1,,,,
city_093,2022-06-12,1,,1,,100
city_096,2022-06-12,1,,,,
city_121,2022-06-12,3,,,,
city_125,2022-06-12,7,,4,,100
city_133,2022-06-12,1,,,,
city_144,2022-06-12,1,,,,
city_153,2022-06-12,1,,,,
city_160,2022-06-12,2,,,,
city_172,2022-06-12,1,,,,
city_173,2022-06-12,3,,1,,100
city_186,2022-06-12,1,,,,
city_207,2022-06-12,1,,,,
city_212,2022-06-12,1,,,,
city_235,2022-06-12,2,,,,
city_237,2022-06-12,1,,,,
city_247,2022-06-12,1,,,,
city_254,2022-06-12,1,,,,
city_266,2022-06-12,1,,,,
city_277,2022-06-12,1,,,,
city_290,2022-06-12,4,,,,
city_300,2022-06-12,1,,,,
city_304,2022-06-12,1,,1,,100
city_306,2022-06-12,2,,,,
city_311,2022-06-12,1,,,,
city_315,2022-06-12,1,,,,
city_324,2022-06-12,1,,,,
city_345,2022-06-12,1,,,,
city_351,2022-06-12,1,,1,,100
city_357,2022-06-12,1,1,,50,
city_374,2022-06-12,17,,3,,100
city_384,2022-06-12,1,,,,
city_389,2022-06-12,1,,,,
city_402,2022-06-12,1,,,,
"Miami, FL",2022-06-12,1,,,,
city_411,2022-06-12,2,,,,
city_447,2022-06-12,47,4,12,50,100
city_467,2022-06-12,1,,,,
city_471,2022-06-12,2,,1,,100
city_480,2022-06-12,1,,,,
city_494,2022-06-12,8,2,1,50,100
city_495,2022-06-12,3,,1,,100
city_499,2022-06-12,1,,,,
city_510,2022-06-12,2,,,,
city_512,2022-06-12,1,,,,
city_515,2022-06-12,1,1,,50,
city_521,2022-06-12,1,,,,
city_522,2022-06-12,2,,,,
city_529,2022-06-12,2,,,,
city_532,2022-06-12,1,,,,
city_537,2022-06-12,1,,,,
city_548,2022-06-12,3,,1,,100
city_556,2022-06-12,1,,,,
city_559,2022-06-12,5,,1,,100
"San Francisco, CA",2022-06-12,9,,2,,100
city_561,2022-06-12,3,1,1,50,100
city_566,2022-06-12,1,,,,
city_567,2022-06-12,1,,,,
city_569,2022-06-12,1,,,,
city_572,2022-06-12,1,,1,,100
city_574,2022-06-12,10,,,,
city_601,2022-06-12,1,,,,
city_607,2022-06-12,3,,,,
city_638,2022-06-12,1,,1,,100
city_643,2022-06-12,1,,,,
city_673,2022-06-12,14,2,1,50,100
city_685,2022-06-12,1,,,,
city_702,2022-06-12,1,,,,
city_704,2022-06-13,3,1,,50,
city_009,2022-06-13,1,,,,
city_030,2022-06-13,1,,,,
city_036,2022-06-13,2,,1,,100
city_045,2022-06-13,5,,2,,100
city_066,2022-06-13,1,,,,
city_078,2022-06-13,11,,,,
city_079,2022-06-13,2,,1,,100
city_088,2022-06-13,1,,,,
city_106,2022-06-13,1,1,,50,
city_120,2022-06-13,1,,,,
city_121,2022-06-13,3,,2,,100
city_122,2022-06-13,1,1,,50,
city_125,2022-06-13,8,1,2,50,100
city_127,2022-06-13,2,,1,,100
city_133,2022-06-13,2,,,,
city_160,2022-06-13,4,1,1,50,100
city_173,2022-06-13,6,,,,
city_213,2022-06-13,2,,,,
city_217,2022-06-13,1,1,,50,
city_223,2022-06-13,1,,1,,100
city_252,2022-06-13,1,,,,
city_254,2022-06-13,1,,,,
city_264,2022-06-13,1,,,,
city_290,2022-06-13,3,,1,,100
city_306,2022-06-13,1,,,,
city_324,2022-06-13,1,,,,
city_331,2022-06-13,1,,,,
city_338,2022-06-13,1,,1,,100
city_351,2022-06-13,1,,,,
city_361,2022-06-13,1,,,,
city_364,2022-06-13,1,,,,
city_374,2022-06-13,15,2,2,50,100
city_384,2022-06-13,1,,,,
"Miami, FL",2022-06-13,1,,,,
city_411,2022-06-13,2,,,,
city_437,2022-06-13,1,,1,,100
city_438,2022-06-13,1,,,,
city_440,2022-06-13,1,,,,
city_447,2022-06-13,46,7,10,50,100
city_459,2022-06-13,2,,,,
city_461,2022-06-13,1,,,,
city_471,2022-06-13,3,,,,
city_480,2022-06-13,1,,,,
city_494,2022-06-13,11,,2,,100
city_495,2022-06-13,2,,,,
city_499,2022-06-13,3,1,,50,
city_510,2022-06-13,2,,,,
city_512,2022-06-13,2,,1,,100
city_515,2022-06-13,2,,,,
city_516,2022-06-13,1,,,,
city_520,2022-06-13,1,,,,
city_532,2022-06-13,1,,,,
city_538,2022-06-13,1,,,,
city_548,2022-06-13,2,,,,
city_555,2022-06-13,1,,,,
city_558,2022-06-13,1,,,,
city_559,2022-06-13,3,,1,,100
"San Francisco, CA",2022-06-13,5,,2,,100
city_561,2022-06-13,4,,,,
city_574,2022-06-13,7,,,,
city_588,2022-06-13,1,,,,
city_607,2022-06-13,1,,,,
city_629,2022-06-13,1,,,,
city_636,2022-06-13,1,,1,,100
city_643,2022-06-13,1,,,,
city_653,2022-06-13,1,,1,,100
city_673,2022-06-13,8,1,3,50,100
city_686,2022-06-13,1,,,,
city_016,2022-06-14,1,,,,
city_017,2022-06-14,1,,,,
city_023,2022-06-14,2,,1,,100
city_027,2022-06-14,2,,,,
city_036,2022-06-14,5,1,,50,
city_045,2022-06-14,3,,,,
city_046,2022-06-14,1,,,,
city_047,2022-06-14,1,,,,
city_052,2022-06-14,1,,1,,100
city_058,2022-06-14,1,,,,
city_068,2022-06-14,1,,1,,100
city_076,2022-06-14,1,,,,
city_078,2022-06-14,6,,1,,100
city_088,2022-06-14,1,,,,
city_125,2022-06-14,8,1,,50,
city_133,2022-06-14,1,,,,
city_140,2022-06-14,1,,,,
city_144,2022-06-14,2,,,,
city_160,2022-06-14,4,,1,,100
city_173,2022-06-14,4,1,1,50,100
city_186,2022-06-14,1,,1,,100
city_213,2022-06-14,1,,,,
city_235,2022-06-14,2,,,,
city_247,2022-06-14,1,,,,
city_257,2022-06-14,1,,,,
city_264,2022-06-14,2,1,,50,
city_282,2022-06-14,1,,,,
city_295,2022-06-14,1,,1,,100
city_300,2022-06-14,1,,,,
city_357,2022-06-14,1,,,,
city_367,2022-06-14,1,,,,
city_374,2022-06-14,30,1,6,50,100
"Miami, FL",2022-06-14,4,,1,,100
city_411,2022-06-14,1,,,,
city_418,2022-06-14,1,,,,
city_440,2022-06-14,2,1,,50,
city_444,2022-06-14,1,1,,50,
city_447,2022-06-14,33,4,4,50,100
city_452,2022-06-14,1,,,,
city_457,2022-06-14,1,,,,
city_459,2022-06-14,1,,,,
city_471,2022-06-14,2,1,,50,
city_494,2022-06-14,9,,1,,100
city_495,2022-06-14,3,,1,,100
city_499,2022-06-14,2,,,,
city_510,2022-06-14,4,,,,
city_512,2022-06-14,1,,,,
city_516,2022-06-14,1,,,,
city_522,2022-06-14,2,,,,
city_527,2022-06-14,1,,,,
city_532,2022-06-14,1,,,,
city_555,2022-06-14,1,,,,
city_559,2022-06-14,7,1,1,50,100
"San Francisco, CA",2022-06-14,7,1,1,50,100
city_561,2022-06-14,5,,,,
city_569,2022-06-14,2,,,,
city_574,2022-06-14,4,,,,
city_607,2022-06-14,2,,,,
city_629,2022-06-14,1,,,,
city_637,2022-06-14,1,,,,
city_640,2022-06-14,1,,,,
city_643,2022-06-14,1,1,,50,
city_673,2022-06-14,6,,2,,100
city_697,2022-06-14,1,,,,
city_704,2022-06-15,1,,,,
city_013,2022-06-15,1,,,,
city_023,2022-06-15,1,,1,,100
city_027,2022-06-15,1,,,,
city_036,2022-06-15,6,,1,,100
city_045,2022-06-15,3,,1,,100
city_047,2022-06-15,6,,,,
city_049,2022-06-15,2,,,,
city_051,2022-06-15,1,,,,
city_062,2022-06-15,1,,,,
city_068,2022-06-15,1,,1,,100
city_078,2022-06-15,8,2,1,50,100
city_085,2022-06-15,1,,,,
city_088,2022-06-15,1,,,,
city_120,2022-06-15,2,,1,,100
city_121,2022-06-15,3,1,,50,
city_125,2022-06-15,5,,4,,100
city_127,2022-06-15,2,1,,50,
city_140,2022-06-15,1,1,,50,
city_156,2022-06-15,1,,,,
city_160,2022-06-15,4,,,,
city_172,2022-06-15,1,,,,
city_173,2022-06-15,3,,1,,100
city_176,2022-06-15,1,,,,
city_205,2022-06-15,1,,,,
city_223,2022-06-15,1,,,,
city_254,2022-06-15,1,,,,
city_304,2022-06-15,1,,,,
city_306,2022-06-15,2,,,,
city_324,2022-06-15,2,,,,
city_326,2022-06-15,1,,,,
city_346,2022-06-15,1,,1,,100
city_351,2022-06-15,1,,,,
city_366,2022-06-15,3,,,,
city_374,2022-06-15,22,5,2,50,100
city_384,2022-06-15,1,,,,
"Miami, FL",2022-06-15,1,,,,
city_410,2022-06-15,1,,,,
city_411,2022-06-15,2,,,,
city_440,2022-06-15,1,,,,
city_447,2022-06-15,35,4,8,50,100
city_467,2022-06-15,1,,,,
city_494,2022-06-15,6,1,1,50,100
city_495,2022-06-15,3,1,,50,
city_500,2022-06-15,1,,1,,100
city_509,2022-06-15,1,,,,
city_510,2022-06-15,4,,,,
city_512,2022-06-15,1,,1,,100
city_513,2022-06-15,1,,1,,100
city_522,2022-06-15,2,,,,
city_527,2022-06-15,1,,,,
city_529,2022-06-15,1,,,,
city_532,2022-06-15,2,,1,,100
city_548,2022-06-15,5,,,,
city_556,2022-06-15,1,,,,
city_558,2022-06-15,2,1,1,50,100
city_559,2022-06-15,3,1,,50,
"San Francisco, CA",2022-06-15,8,2,1,50,100
city_562,2022-06-15,1,,,,
city_569,2022-06-15,1,,1,,100
city_574,2022-06-15,7,,,,
city_596,2022-06-15,1,,,,
city_626,2022-06-15,1,,,,
city_629,2022-06-15,1,,,,
city_638,2022-06-15,1,1,,50,
city_643,2022-06-15,2,,,,
city_660,2022-06-15,1,1,,50,
city_673,2022-06-15,9,,2,,100
city_697,2022-06-15,2,,,,
city_027,2022-06-16,1,,,,
city_035,2022-06-16,1,,,,
city_036,2022-06-16,6,1,1,50,100
city_045,2022-06-16,4,,1,,100
city_047,2022-06-16,5,2,,50,
city_055,2022-06-16,1,,,,
city_062,2022-06-16,1,,,,
city_078,2022-06-16,8,,1,,100
city_079,2022-06-16,1,,,,
city_081,2022-06-16,2,,,,
city_088,2022-06-16,2,,,,
city_120,2022-06-16,1,,,,
city_121,2022-06-16,1,,,,
city_125,2022-06-16,7,,,,
city_139,2022-06-16,1,,,,
city_156,2022-06-16,1,,,,
city_160,2022-06-16,3,1,,50,
city_173,2022-06-16,2,,,,
city_186,2022-06-16,1,,,,
city_199,2022-06-16,1,,,,
city_218,2022-06-16,1,1,,50,
city_273,2022-06-16,1,,,,
city_290,2022-06-16,4,,,,
city_308,2022-06-16,1,,,,
city_351,2022-06-16,3,,,,
city_367,2022-06-16,1,,,,
city_374,2022-06-16,16,1,4,50,100
city_384,2022-06-16,1,,,,
city_401,2022-06-16,1,,,,
"Miami, FL",2022-06-16,5,1,2,50,100
city_410,2022-06-16,2,,1,,100
city_415,2022-06-16,1,,,,
city_440,2022-06-16,3,,,,
city_444,2022-06-16,1,,,,
city_447,2022-06-16,22,3,1,50,100
city_464,2022-06-16,1,,,,
city_471,2022-06-16,1,,,,
city_494,2022-06-16,5,1,,50,
city_495,2022-06-16,3,1,,50,
city_499,2022-06-16,1,,1,,100
city_510,2022-06-16,4,,,,
city_516,2022-06-16,1,,,,
city_517,2022-06-16,1,,,,
city_532,2022-06-16,4,,,,
city_538,2022-06-16,1,1,,50,
city_555,2022-06-16,1,,,,
city_556,2022-06-16,3,,2,,100
city_559,2022-06-16,3,,2,,100
"San Francisco, CA",2022-06-16,13,2,,50,
city_561,2022-06-16,2,,1,,100
city_562,2022-06-16,2,,1,,100
city_574,2022-06-16,7,,,,
city_599,2022-06-16,1,,,,
city_601,2022-06-16,1,,,,
city_605,2022-06-16,1,,,,
city_629,2022-06-16,2,,,,
city_643,2022-06-16,1,,,,
city_673,2022-06-16,12,1,,50,
city_676,2022-06-16,1,,,,
city_704,2022-06-17,1,,,,
city_023,2022-06-17,1,,,,
city_036,2022-06-17,6,1,1,50,100
city_041,2022-06-17,1,,,,
city_045,2022-06-17,5,3,,50,
city_047,2022-06-17,2,,1,,100
city_078,2022-06-17,6,1,,50,
city_106,2022-06-17,1,,,,
city_120,2022-06-17,3,1,,50,
city_121,2022-06-17,1,,,,
city_122,2022-06-17,1,,,,
city_125,2022-06-17,7,,3,,100
city_127,2022-06-17,2,,,,
city_133,2022-06-17,1,,1,,100
city_138,2022-06-17,1,,,,
city_150,2022-06-17,1,,,,
city_160,2022-06-17,4,,,,
city_165,2022-06-17,1,,,,
city_173,2022-06-17,3,1,,50,
city_175,2022-06-17,1,,1,,100
city_213,2022-06-17,1,,,,
city_254,2022-06-17,1,,,,
city_273,2022-06-17,1,,,,
city_290,2022-06-17,4,,1,,100
city_300,2022-06-17,1,,,,
city_306,2022-06-17,3,,,,
city_324,2022-06-17,1,,,,
city_333,2022-06-17,1,,,,
city_351,2022-06-17,2,,1,,100
city_364,2022-06-17,1,,,,
city_374,2022-06-17,15,1,3,50,100
city_380,2022-06-17,1,,,,
city_384,2022-06-17,1,,,,
city_387,2022-06-17,1,1,,50,
city_389,2022-06-17,1,,,,
city_399,2022-06-17,1,,,,
"Miami, FL",2022-06-17,5,2,,50,
city_410,2022-06-17,1,,,,
city_411,2022-06-17,1,,,,
city_437,2022-06-17,1,,,,
city_440,2022-06-17,2,,,,
city_443,2022-06-17,1,,,,
city_447,2022-06-17,30,7,5,50,100
city_452,2022-06-17,1,,,,
city_461,2022-06-17,1,,,,
city_494,2022-06-17,4,1,1,50,100
city_495,2022-06-17,4,,1,,100
city_499,2022-06-17,3,,,,
city_508,2022-06-17,1,,,,
city_510,2022-06-17,2,,,,
city_512,2022-06-17,1,1,,50,
city_515,2022-06-17,1,,,,
city_516,2022-06-17,1,1,,50,
city_522,2022-06-17,2,,,,
city_529,2022-06-17,1,,,,
city_548,2022-06-17,1,,,,
city_559,2022-06-17,2,1,,50,
"San Francisco, CA",2022-06-17,6,,,,
city_561,2022-06-17,3,,,,
city_562,2022-06-17,1,,,,
city_569,2022-06-17,3,,2,,100
city_574,2022-06-17,5,,,,
city_629,2022-06-17,1,,,,
city_643,2022-06-17,1,,,,
city_673,2022-06-17,7,,1,,100
city_679,2022-06-17,1,,,,
city_685,2022-06-17,1,,,,
city_693,2022-06-17,1,,1,,100
city_697,2022-06-17,1,,,,
city_023,2022-06-18,1,,,,
city_036,2022-06-18,4,,,,
city_045,2022-06-18,3,,1,,100
city_055,2022-06-18,1,,1,,100
city_064,2022-06-18,1,,,,
city_066,2022-06-18,1,,,,
city_076,2022-06-18,1,,,,
city_078,2022-06-18,4,1,,50,
city_088,2022-06-18,3,,,,
city_089,2022-06-18,1,,,,
city_093,2022-06-18,1,,,,
city_121,2022-06-18,1,,1,,100
city_123,2022-06-18,1,,,,
city_126,2022-06-18,1,,,,
city_127,2022-06-18,2,,,,
city_133,2022-06-18,1,1,,50,
city_138,2022-06-18,1,,,,
city_160,2022-06-18,3,,,,
city_164,2022-06-18,1,,,,
city_167,2022-06-18,1,,,,
city_173,2022-06-18,6,,1,,100
city_176,2022-06-18,2,,,,
city_186,2022-06-18,2,,,,
city_212,2022-06-18,1,,,,
city_223,2022-06-18,1,,,,
city_247,2022-06-18,1,1,,50,
city_254,2022-06-18,1,,,,
city_257,2022-06-18,1,,,,
city_260,2022-06-18,1,,,,
city_271,2022-06-18,1,,,,
city_284,2022-06-18,1,,,,
city_290,2022-06-18,1,,,,
city_295,2022-06-18,1,,,,
city_306,2022-06-18,1,,,,
city_324,2022-06-18,3,,,,
city_351,2022-06-18,1,,,,
city_364,2022-06-18,1,,,,
city_367,2022-06-18,1,,,,
city_374,2022-06-18,20,4,4,50,100
"Miami, FL",2022-06-18,3,,,,
city_411,2022-06-18,2,,,,
city_440,2022-06-18,1,,1,,100
city_443,2022-06-18,1,,,,
city_444,2022-06-18,2,,,,
city_447,2022-06-18,24,3,3,50,100
city_466,2022-06-18,1,,,,
city_471,2022-06-18,1,,,,
city_480,2022-06-18,1,,,,
city_494,2022-06-18,5,,,,
city_495,2022-06-18,4,,,,
city_497,2022-06-18,1,,,,
city_509,2022-06-18,1,,,,
city_510,2022-06-18,2,,,,
city_515,2022-06-18,1,1,,50,
city_529,2022-06-18,2,,1,,100
city_532,2022-06-18,2,,,,
city_548,2022-06-18,1,,,,
city_555,2022-06-18,1,,1,,100
city_556,2022-06-18,1,,,,
city_559,2022-06-18,4,,1,,100
"San Francisco, CA",2022-06-18,11,1,3,50,100
city_561,2022-06-18,3,,1,,100
city_562,2022-06-18,1,1,,50,
city_566,2022-06-18,4,1,,50,
city_572,2022-06-18,1,,,,
city_574,2022-06-18,5,,,,
city_599,2022-06-18,1,,,,
city_607,2022-06-18,1,,,,
city_673,2022-06-18,9,4,,50,
city_693,2022-06-18,1,1,,50,
city_697,2022-06-18,2,,1,,100
city_007,2022-06-19,1,1,,50,
city_023,2022-06-19,1,,,,
city_027,2022-06-19,1,,,,
city_036,2022-06-19,6,,2,,100
city_045,2022-06-19,2,1,,50,
city_046,2022-06-19,1,,,,
city_047,2022-06-19,3,,1,,100
city_062,2022-06-19,1,,,,
city_064,2022-06-19,1,,,,
city_078,2022-06-19,8,,3,,100
city_088,2022-06-19,1,,,,
city_120,2022-06-19,1,,,,
city_121,2022-06-19,1,1,,50,
city_125,2022-06-19,4,,,,
city_126,2022-06-19,1,,,,
city_127,2022-06-19,1,,,,
city_160,2022-06-19,4,,1,,100
city_173,2022-06-19,9,2,1,50,100
city_176,2022-06-19,2,1,,50,
city_188,2022-06-19,1,,,,
city_213,2022-06-19,1,,,,
city_223,2022-06-19,2,,,,
city_235,2022-06-19,1,,,,
city_252,2022-06-19,1,,,,
city_264,2022-06-19,1,,,,
city_273,2022-06-19,1,,,,
city_290,2022-06-19,6,,1,,100
city_300,2022-06-19,2,,,,
city_301,2022-06-19,1,,,,
city_306,2022-06-19,1,,,,
city_324,2022-06-19,1,,,,
city_345,2022-06-19,1,,,,
city_364,2022-06-19,1,,,,
city_374,2022-06-19,16,2,2,50,100
city_384,2022-06-19,2,1,,50,
"Miami, FL",2022-06-19,1,1,,50,
city_410,2022-06-19,1,,,,
city_411,2022-06-19,5,,,,
city_440,2022-06-19,3,,,,
city_444,2022-06-19,1,,,,
city_447,2022-06-19,26,4,4,50,100
city_448,2022-06-19,1,,,,
city_452,2022-06-19,1,,,,
city_457,2022-06-19,1,,,,
city_461,2022-06-19,1,,,,
city_480,2022-06-19,2,,,,
city_494,2022-06-19,1,,1,,100
city_495,2022-06-19,3,,,,
city_499,2022-06-19,4,1,2,50,100
city_509,2022-06-19,1,,,,
city_510,2022-06-19,2,,,,
city_515,2022-06-19,2,,,,
city_529,2022-06-19,2,,1,,100
city_532,2022-06-19,2,,1,,100
city_548,2022-06-19,2,,,,
city_554,2022-06-19,1,1,,50,
city_558,2022-06-19,2,1,1,50,100
city_559,2022-06-19,3,,1,,100
"San Francisco, CA",2022-06-19,9,1,2,50,100
