city_name,date,total_orders,roc_orders,wg_orders,roc_fee,wg_fee
city_704,2022-03-01,1,,,,
city_045,2022-03-01,1,,1,,100
city_047,2022-03-01,3,1,,50,
city_078,2022-03-01,6,2,1,50,100
city_088,2022-03-01,2,,,,
city_120,2022-03-01,1,,,,
city_121,2022-03-01,3,1,,50,
city_122,2022-03-01,1,,,,
city_125,2022-03-01,7,1,,50,
city_127,2022-03-01,1,,,,
city_138,2022-03-01,2,,,,
city_144,2022-03-01,1,,,,
city_160,2022-03-01,3,,1,,100
city_173,2022-03-01,3,1,,50,
city_176,2022-03-01,2,1,,50,
city_186,2022-03-01,1,,,,
city_188,2022-03-01,1,,,,
city_252,2022-03-01,1,,,,
city_290,2022-03-01,2,1,,50,
city_306,2022-03-01,1,,,,
city_341,2022-03-01,3,1,,50,
city_374,2022-03-01,12,1,1,50,100
city_375,2022-03-01,1,1,,50,
"Miami, FL",2022-03-01,3,,,,
city_410,2022-03-01,1,,,,
city_411,2022-03-01,1,,,,
city_444,2022-03-01,4,1,,50,
city_447,2022-03-01,21,2,,50,
city_467,2022-03-01,1,,,,
city_494,2022-03-01,8,,,,
city_495,2022-03-01,4,,,,
city_499,2022-03-01,2,,,,
city_509,2022-03-01,1,,,,
city_510,2022-03-01,4,,,,
city_515,2022-03-01,1,,1,,100
city_522,2022-03-01,1,,,,
city_532,2022-03-01,2,,,,
city_557,2022-03-01,1,,,,
city_558,2022-03-01,1,,,,
city_559,2022-03-01,3,,,,
"San Francisco, CA",2022-03-01,8,,2,,100
city_561,2022-03-01,1,,,,
city_566,2022-03-01,1,,,,
city_569,2022-03-01,1,,,,
city_574,2022-03-01,5,1,1,50,100
city_596,2022-03-01,1,,,,
city_607,2022-03-01,1,,1,,100
city_639,2022-03-01,1,,,,
city_654,2022-03-01,1,,,,
city_673,2022-03-01,7,,,,
city_679,2022-03-01,1,,,,
city_704,2022-03-02,2,,,,
city_009,2022-03-02,1,,1,,100
city_036,2022-03-02,3,,1,,100
city_042,2022-03-02,1,,1,,100
city_043,2022-03-02,1,,,,
city_045,2022-03-02,3,,,,
city_047,2022-03-02,2,,,,
city_055,2022-03-02,1,,,,
city_063,2022-03-02,1,,1,,100
city_066,2022-03-02,1,,,,
city_078,2022-03-02,3,,,,
city_079,2022-03-02,1,1,,50,
city_088,2022-03-02,3,,,,
city_097,2022-03-02,1,,,,
city_121,2022-03-02,1,,,,
city_125,2022-03-02,5,,2,,100
city_127,2022-03-02,1,,,,
city_160,2022-03-02,6,,2,,100
city_173,2022-03-02,1,,,,
city_176,2022-03-02,1,,,,
city_186,2022-03-02,1,,,,
city_239,2022-03-02,1,,,,
city_254,2022-03-02,1,,,,
city_273,2022-03-02,2,,,,
city_290,2022-03-02,2,,1,,100
city_300,2022-03-02,2,1,,50,
city_315,2022-03-02,1,,,,
city_324,2022-03-02,2,,,,
city_351,2022-03-02,3,,,,
city_374,2022-03-02,12,1,,50,
"Miami, FL",2022-03-02,5,,,,
city_410,2022-03-02,1,,,,
city_411,2022-03-02,3,1,,50,
city_413,2022-03-02,1,,1,,100
city_443,2022-03-02,1,,,,
city_444,2022-03-02,1,,,,
city_447,2022-03-02,25,1,6,50,100
city_464,2022-03-02,1,,,,
city_467,2022-03-02,1,,,,
city_491,2022-03-02,1,,,,
city_494,2022-03-02,3,,2,,100
city_499,2022-03-02,1,,,,
city_509,2022-03-02,2,,1,,100
city_510,2022-03-02,4,1,,50,
city_512,2022-03-02,1,,,,
city_515,2022-03-02,2,,2,,100
city_532,2022-03-02,2,,,,
city_537,2022-03-02,1,,,,
city_538,2022-03-02,2,,,,
city_556,2022-03-02,2,,,,
city_559,2022-03-02,2,,,,
"San Francisco, CA",2022-03-02,6,1,,50,
city_561,2022-03-02,1,,,,
city_562,2022-03-02,1,,,,
city_567,2022-03-02,1,,,,
city_569,2022-03-02,1,,,,
city_574,2022-03-02,4,,,,
city_605,2022-03-02,1,,,,
city_629,2022-03-02,1,,,,
city_636,2022-03-02,1,,,,
city_654,2022-03-02,1,,1,,100
city_673,2022-03-02,10,,3,,100
city_704,2022-03-03,1,,,,
city_036,2022-03-03,5,,,,
city_045,2022-03-03,3,,,,
city_047,2022-03-03,2,,,,
city_072,2022-03-03,1,,,,
city_078,2022-03-03,5,,1,,100
city_079,2022-03-03,2,1,,50,
city_088,2022-03-03,1,,,,
city_121,2022-03-03,1,,,,
city_125,2022-03-03,6,,2,,100
city_133,2022-03-03,4,,,,
city_140,2022-03-03,1,,,,
city_156,2022-03-03,1,,,,
city_160,2022-03-03,1,,,,
city_173,2022-03-03,2,,1,,100
city_223,2022-03-03,1,,,,
city_237,2022-03-03,1,,,,
city_264,2022-03-03,1,,,,
city_273,2022-03-03,1,,,,
city_294,2022-03-03,1,,,,
city_300,2022-03-03,2,,,,
city_324,2022-03-03,2,,,,
city_333,2022-03-03,1,,,,
city_337,2022-03-03,1,,,,
city_347,2022-03-03,1,,,,
city_351,2022-03-03,1,,,,
city_374,2022-03-03,15,1,2,50,100
"Miami, FL",2022-03-03,1,,,,
city_410,2022-03-03,2,1,,50,
city_411,2022-03-03,2,,,,
city_438,2022-03-03,1,,,,
city_447,2022-03-03,22,1,6,50,100
city_461,2022-03-03,1,,,,
city_466,2022-03-03,1,,,,
city_468,2022-03-03,1,,,,
city_471,2022-03-03,1,,,,
city_491,2022-03-03,1,,,,
city_494,2022-03-03,7,,3,,100
city_495,2022-03-03,1,,,,
city_510,2022-03-03,6,,1,,100
city_516,2022-03-03,1,,,,
city_529,2022-03-03,1,,1,,100
city_532,2022-03-03,3,,,,
city_538,2022-03-03,1,,,,
city_548,2022-03-03,3,,,,
city_552,2022-03-03,1,,,,
city_556,2022-03-03,1,,,,
city_558,2022-03-03,1,,,,
city_559,2022-03-03,1,,,,
"San Francisco, CA",2022-03-03,7,,2,,100
city_566,2022-03-03,1,,,,
city_574,2022-03-03,10,1,,50,
city_601,2022-03-03,1,,,,
city_629,2022-03-03,1,,1,,100
city_653,2022-03-03,1,,,,
city_660,2022-03-03,1,,,,
city_673,2022-03-03,8,1,,50,
city_688,2022-03-03,1,,,,
city_691,2022-03-03,1,1,,50,
city_023,2022-03-04,1,,,,
city_025,2022-03-04,1,,,,
city_035,2022-03-04,1,,,,
city_037,2022-03-04,1,,,,
city_041,2022-03-04,1,,,,
city_045,2022-03-04,1,,,,
city_047,2022-03-04,2,,1,,100
city_076,2022-03-04,1,,,,
city_078,2022-03-04,6,,1,,100
city_106,2022-03-04,1,,,,
city_113,2022-03-04,1,,,,
city_120,2022-03-04,2,,,,
city_121,2022-03-04,2,,1,,100
city_125,2022-03-04,4,,1,,100
city_133,2022-03-04,1,,,,
city_150,2022-03-04,1,,,,
city_160,2022-03-04,1,,1,,100
city_173,2022-03-04,4,,2,,100
city_176,2022-03-04,1,,,,
city_204,2022-03-04,1,,1,,100
city_214,2022-03-04,1,,,,
city_220,2022-03-04,1,,,,
city_290,2022-03-04,1,,,,
city_291,2022-03-04,1,,,,
city_295,2022-03-04,1,,1,,100
city_300,2022-03-04,1,,,,
city_306,2022-03-04,1,,1,,100
city_324,2022-03-04,2,,1,,100
city_345,2022-03-04,1,,,,
city_351,2022-03-04,1,,,,
city_374,2022-03-04,16,2,1,50,100
city_382,2022-03-04,1,,,,
"Miami, FL",2022-03-04,2,,,,
city_410,2022-03-04,1,,,,
city_411,2022-03-04,1,,1,,100
city_423,2022-03-04,1,,,,
city_444,2022-03-04,1,,,,
city_447,2022-03-04,17,1,3,50,100
city_452,2022-03-04,1,,,,
city_458,2022-03-04,1,,,,
city_471,2022-03-04,3,,1,,100
city_472,2022-03-04,1,,,,
city_494,2022-03-04,5,1,,50,
city_495,2022-03-04,3,,,,
city_499,2022-03-04,1,,,,
city_515,2022-03-04,1,,,,
city_522,2022-03-04,1,,,,
city_527,2022-03-04,1,,,,
city_532,2022-03-04,2,,,,
city_556,2022-03-04,4,1,,50,
city_558,2022-03-04,1,,,,
city_559,2022-03-04,4,,1,,100
"San Francisco, CA",2022-03-04,12,3,3,50,100
city_561,2022-03-04,2,,,,
city_568,2022-03-04,1,,,,
city_574,2022-03-04,3,,,,
city_645,2022-03-04,1,,,,
city_660,2022-03-04,1,,,,
city_673,2022-03-04,10,1,,50,
city_704,2022-03-05,2,,,,
city_013,2022-03-05,1,,,,
city_036,2022-03-05,6,,1,,100
city_045,2022-03-05,5,1,,50,
city_047,2022-03-05,1,,1,,100
city_051,2022-03-05,1,,1,,100
city_055,2022-03-05,2,1,,50,
city_068,2022-03-05,2,,,,
city_070,2022-03-05,1,,1,,100
city_076,2022-03-05,1,,,,
city_077,2022-03-05,1,,,,
city_078,2022-03-05,5,2,,50,
city_088,2022-03-05,2,,1,,100
city_120,2022-03-05,1,,,,
city_125,2022-03-05,9,,2,,100
city_127,2022-03-05,1,,,,
city_138,2022-03-05,1,,,,
city_160,2022-03-05,2,,,,
city_173,2022-03-05,2,,,,
city_176,2022-03-05,2,,,,
city_200,2022-03-05,1,,,,
city_226,2022-03-05,1,,,,
city_237,2022-03-05,1,,,,
city_264,2022-03-05,1,,,,
city_273,2022-03-05,1,,,,
city_290,2022-03-05,3,,,,
city_300,2022-03-05,3,,,,
city_304,2022-03-05,1,,1,,100
city_306,2022-03-05,1,,,,
city_308,2022-03-05,1,,,,
city_374,2022-03-05,15,,3,,100
city_375,2022-03-05,1,,1,,100
city_384,2022-03-05,3,1,,50,
city_399,2022-03-05,1,,1,,100
"Miami, FL",2022-03-05,4,1,1,50,100
city_411,2022-03-05,4,,,,
city_428,2022-03-05,1,,1,,100
city_440,2022-03-05,4,,,,
city_443,2022-03-05,2,,1,,100
city_447,2022-03-05,28,4,7,50,100
city_464,2022-03-05,1,,,,
city_471,2022-03-05,2,,,,
city_489,2022-03-05,1,,,,
city_494,2022-03-05,5,,,,
city_495,2022-03-05,2,,,,
city_499,2022-03-05,1,,,,
city_508,2022-03-05,1,,,,
city_509,2022-03-05,1,,,,
city_510,2022-03-05,3,,,,
city_512,2022-03-05,1,,1,,100
city_516,2022-03-05,1,,,,
city_518,2022-03-05,1,,,,
city_532,2022-03-05,2,,1,,100
city_535,2022-03-05,1,,,,
city_551,2022-03-05,1,,,,
city_556,2022-03-05,2,,,,
city_558,2022-03-05,1,,,,
city_559,2022-03-05,3,,1,,100
"San Francisco, CA",2022-03-05,4,1,,50,
city_561,2022-03-05,4,,,,
city_570,2022-03-05,1,,1,,100
city_574,2022-03-05,7,,1,,100
city_602,2022-03-05,1,,,,
city_607,2022-03-05,1,,,,
city_622,2022-03-05,1,,,,
city_629,2022-03-05,1,,,,
city_642,2022-03-05,1,,,,
city_660,2022-03-05,1,,,,
city_673,2022-03-05,7,1,2,50,100
city_704,2022-03-06,4,,,,
city_005,2022-03-06,1,,1,,100
city_015,2022-03-06,1,,,,
city_016,2022-03-06,1,,,,
city_036,2022-03-06,5,,,,
city_037,2022-03-06,1,,,,
city_045,2022-03-06,4,1,,50,
city_060,2022-03-06,1,,,,
city_066,2022-03-06,1,,,,
city_076,2022-03-06,1,,,,
city_078,2022-03-06,5,,2,,100
city_079,2022-03-06,3,,,,
city_088,2022-03-06,3,,1,,100
city_121,2022-03-06,1,,,,
city_125,2022-03-06,10,,3,,100
city_127,2022-03-06,1,,,,
city_160,2022-03-06,4,,1,,100
city_173,2022-03-06,4,,,,
city_175,2022-03-06,1,,1,,100
city_220,2022-03-06,1,,,,
city_223,2022-03-06,1,,,,
city_230,2022-03-06,1,,,,
city_247,2022-03-06,1,,,,
city_264,2022-03-06,2,,1,,100
city_265,2022-03-06,1,,,,
city_266,2022-03-06,1,,,,
city_273,2022-03-06,2,,,,
city_290,2022-03-06,2,,,,
city_300,2022-03-06,1,,1,,100
city_301,2022-03-06,1,,,,
city_306,2022-03-06,1,,,,
city_324,2022-03-06,1,,,,
city_351,2022-03-06,2,,,,
city_367,2022-03-06,1,,,,
city_369,2022-03-06,1,,,,
city_374,2022-03-06,16,,3,,100
city_384,2022-03-06,2,,,,
city_386,2022-03-06,1,,,,
"Miami, FL",2022-03-06,5,,1,,100
city_410,2022-03-06,3,,,,
city_411,2022-03-06,2,,,,
city_439,2022-03-06,1,,,,
city_444,2022-03-06,1,,,,
city_447,2022-03-06,40,5,8,50,100
city_458,2022-03-06,1,,,,
city_464,2022-03-06,1,,,,
city_486,2022-03-06,1,,,,
city_494,2022-03-06,8,,,,
city_495,2022-03-06,4,,,,
city_499,2022-03-06,1,,,,
city_510,2022-03-06,4,,,,
city_515,2022-03-06,1,,1,,100
city_522,2022-03-06,1,,,,
city_527,2022-03-06,1,,,,
city_529,2022-03-06,1,,,,
city_532,2022-03-06,4,1,1,50,100
city_548,2022-03-06,1,,,,
city_558,2022-03-06,1,,,,
city_559,2022-03-06,2,,,,
"San Francisco, CA",2022-03-06,13,1,2,50,100
city_561,2022-03-06,4,,1,,100
city_562,2022-03-06,1,,1,,100
city_569,2022-03-06,2,,2,,100
city_574,2022-03-06,7,,1,,100
city_600,2022-03-06,1,,,,
city_605,2022-03-06,1,,,,
city_607,2022-03-06,1,,,,
city_619,2022-03-06,1,,,,
city_637,2022-03-06,1,,,,
city_645,2022-03-06,1,,,,
city_660,2022-03-06,1,,,,
city_673,2022-03-06,11,1,,50,
city_685,2022-03-06,1,,,,
city_688,2022-03-06,1,,,,
city_704,2022-03-07,1,,,,
city_020,2022-03-07,1,,,,
city_036,2022-03-07,1,,,,
city_037,2022-03-07,1,,,,
city_045,2022-03-07,3,,,,
city_047,2022-03-07,1,,,,
city_055,2022-03-07,1,,1,,100
city_078,2022-03-07,2,,,,
city_088,2022-03-07,1,,1,,100
city_093,2022-03-07,1,,,,
city_121,2022-03-07,1,,,,
city_125,2022-03-07,8,,2,,100
city_137,2022-03-07,1,,1,,100
city_160,2022-03-07,4,,,,
city_173,2022-03-07,5,,,,
city_176,2022-03-07,6,,,,
city_186,2022-03-07,1,,,,
city_223,2022-03-07,1,,,,
city_239,2022-03-07,1,,,,
city_264,2022-03-07,1,,,,
city_266,2022-03-07,1,,,,
city_273,2022-03-07,1,,,,
city_276,2022-03-07,1,,,,
city_282,2022-03-07,1,,,,
city_290,2022-03-07,2,,,,
city_300,2022-03-07,3,,1,,100
city_345,2022-03-07,1,,,,
city_374,2022-03-07,21,3,3,50,100
city_384,2022-03-07,1,,,,
city_411,2022-03-07,2,,,,
city_438,2022-03-07,1,,,,
city_440,2022-03-07,2,,,,
city_447,2022-03-07,29,4,3,50,100
city_449,2022-03-07,1,,,,
city_452,2022-03-07,1,,,,
city_461,2022-03-07,3,,,,
city_471,2022-03-07,1,,,,
city_494,2022-03-07,6,,1,,100
city_495,2022-03-07,3,1,,50,
city_509,2022-03-07,2,,,,
city_510,2022-03-07,2,,1,,100
city_515,2022-03-07,1,,,,
city_522,2022-03-07,1,,1,,100
city_529,2022-03-07,3,,1,,100
city_532,2022-03-07,2,,,,
city_548,2022-03-07,3,,,,
city_554,2022-03-07,1,,,,
city_556,2022-03-07,1,,,,
city_559,2022-03-07,3,,1,,100
"San Francisco, CA",2022-03-07,6,,,,
city_561,2022-03-07,4,,,,
city_562,2022-03-07,1,,,,
city_574,2022-03-07,4,1,,50,
city_607,2022-03-07,1,,,,
city_629,2022-03-07,1,1,,50,
city_642,2022-03-07,1,,,,
city_643,2022-03-07,1,,,,
city_645,2022-03-07,1,,,,
city_673,2022-03-07,9,,1,,100
city_693,2022-03-07,1,,,,
city_704,2022-03-08,1,,,,
city_002,2022-03-08,1,,,,
city_036,2022-03-08,2,,,,
city_037,2022-03-08,1,,,,
city_045,2022-03-08,1,,,,
city_046,2022-03-08,1,,,,
city_047,2022-03-08,1,,,,
city_058,2022-03-08,1,,,,
city_063,2022-03-08,1,,,,
city_068,2022-03-08,1,,,,
city_078,2022-03-08,5,,,,
city_088,2022-03-08,3,,,,
city_093,2022-03-08,1,,,,
city_105,2022-03-08,1,,,,
city_120,2022-03-08,1,,,,
city_121,2022-03-08,1,,,,
city_122,2022-03-08,1,,,,
city_125,2022-03-08,7,1,1,50,100
city_127,2022-03-08,1,,,,
city_133,2022-03-08,1,,,,
city_160,2022-03-08,2,,,,
city_173,2022-03-08,4,,2,,100
city_176,2022-03-08,1,,,,
city_188,2022-03-08,1,,,,
city_239,2022-03-08,1,,,,
city_254,2022-03-08,1,,,,
city_260,2022-03-08,2,,,,
city_290,2022-03-08,6,2,2,50,100
city_295,2022-03-08,1,,,,
city_306,2022-03-08,1,,,,
city_351,2022-03-08,3,,1,,100
city_374,2022-03-08,21,1,4,50,100
city_381,2022-03-08,1,1,,50,
"Miami, FL",2022-03-08,3,,,,
city_411,2022-03-08,1,,,,
city_437,2022-03-08,1,,,,
city_440,2022-03-08,1,,,,
city_443,2022-03-08,1,,,,
city_444,2022-03-08,1,,,,
city_447,2022-03-08,21,2,4,50,100
city_452,2022-03-08,1,,,,
city_477,2022-03-08,1,,,,
city_494,2022-03-08,5,,1,,100
city_495,2022-03-08,1,,,,
city_499,2022-03-08,1,,,,
city_510,2022-03-08,3,,,,
city_514,2022-03-08,1,,,,
city_515,2022-03-08,1,,,,
city_516,2022-03-08,1,,,,
city_522,2022-03-08,1,,,,
city_532,2022-03-08,2,,,,
city_538,2022-03-08,1,,,,
city_548,2022-03-08,2,,1,,100
city_556,2022-03-08,1,,,,
city_559,2022-03-08,1,,,,
"San Francisco, CA",2022-03-08,8,1,1,50,100
city_561,2022-03-08,7,,,,
city_569,2022-03-08,1,,,,
city_574,2022-03-08,4,,1,,100
city_643,2022-03-08,1,,,,
city_673,2022-03-08,10,,,,
city_704,2022-03-09,1,,,,
city_035,2022-03-09,1,,,,
city_036,2022-03-09,2,,,,
city_062,2022-03-09,1,,,,
city_078,2022-03-09,3,,,,
city_106,2022-03-09,1,,,,
city_125,2022-03-09,4,,1,,100
city_133,2022-03-09,2,,,,
city_138,2022-03-09,1,,,,
city_160,2022-03-09,4,,1,,100
city_173,2022-03-09,4,,,,
city_175,2022-03-09,1,,,,
city_176,2022-03-09,5,,,,
city_188,2022-03-09,1,,,,
city_192,2022-03-09,1,,,,
city_220,2022-03-09,1,,,,
city_264,2022-03-09,1,1,,50,
city_290,2022-03-09,1,,,,
city_324,2022-03-09,2,,1,,100
city_329,2022-03-09,1,,,,
city_331,2022-03-09,1,,1,,100
city_369,2022-03-09,1,,,,
city_374,2022-03-09,14,,1,,100
"Miami, FL",2022-03-09,2,,,,
city_410,2022-03-09,1,,1,,100
city_411,2022-03-09,1,,,,
city_438,2022-03-09,1,,1,,100
city_439,2022-03-09,1,,1,,100
city_443,2022-03-09,1,,,,
city_447,2022-03-09,26,,3,,100
city_461,2022-03-09,1,,,,
city_466,2022-03-09,1,,,,
city_471,2022-03-09,1,,,,
city_480,2022-03-09,1,,1,,100
city_494,2022-03-09,4,,2,,100
city_495,2022-03-09,2,,1,,100
city_509,2022-03-09,1,,,,
city_510,2022-03-09,2,,,,
city_515,2022-03-09,3,,,,
city_516,2022-03-09,1,,,,
city_532,2022-03-09,3,,1,,100
city_548,2022-03-09,1,,,,
city_554,2022-03-09,1,1,,50,
city_558,2022-03-09,2,,1,,100
"San Francisco, CA",2022-03-09,12,1,1,50,100
city_561,2022-03-09,4,1,,50,
city_574,2022-03-09,3,,,,
city_629,2022-03-09,1,,,,
city_643,2022-03-09,1,,,,
city_660,2022-03-09,1,,,,
city_673,2022-03-09,10,1,,50,
city_027,2022-03-10,1,,,,
city_036,2022-03-10,1,,,,
city_045,2022-03-10,1,,,,
city_047,2022-03-10,1,,,,
city_068,2022-03-10,1,,,,
city_071,2022-03-10,1,,,,
city_076,2022-03-10,3,,2,,100
city_078,2022-03-10,2,1,,50,
city_088,2022-03-10,3,,1,,100
city_093,2022-03-10,2,,,,
city_097,2022-03-10,1,,,,
city_121,2022-03-10,2,,,,
city_125,2022-03-10,1,,,,
city_127,2022-03-10,1,,,,
city_160,2022-03-10,3,,,,
city_167,2022-03-10,1,,,,
city_173,2022-03-10,1,1,,50,
city_176,2022-03-10,1,,,,
city_194,2022-03-10,1,,,,
city_205,2022-03-10,1,,,,
city_223,2022-03-10,1,,,,
city_230,2022-03-10,1,,,,
city_264,2022-03-10,2,,,,
city_290,2022-03-10,1,,,,
city_300,2022-03-10,1,,,,
city_324,2022-03-10,1,,,,
city_330,2022-03-10,1,,,,
city_349,2022-03-10,1,,,,
city_351,2022-03-10,1,,,,
city_359,2022-03-10,1,,,,
city_374,2022-03-10,21,3,6,50,100
"Miami, FL",2022-03-10,3,,,,
city_440,2022-03-10,1,,,,
city_444,2022-03-10,2,,,,
city_447,2022-03-10,26,2,4,50,100
city_464,2022-03-10,1,,,,
city_471,2022-03-10,2,,,,
city_480,2022-03-10,1,,,,
city_494,2022-03-10,8,,2,,100
city_495,2022-03-10,3,,1,,100
city_499,2022-03-10,1,,,,
city_509,2022-03-10,1,,,,
city_510,2022-03-10,4,,,,
city_515,2022-03-10,1,,,,
city_522,2022-03-10,3,,,,
city_529,2022-03-10,2,,,,
city_532,2022-03-10,2,,,,
city_548,2022-03-10,1,,,,
city_556,2022-03-10,1,,,,
city_558,2022-03-10,2,,1,,100
city_559,2022-03-10,5,,,,
"San Francisco, CA",2022-03-10,6,1,1,50,100
city_561,2022-03-10,1,,1,,100
city_566,2022-03-10,1,,,,
city_568,2022-03-10,1,,,,
city_569,2022-03-10,1,,,,
city_574,2022-03-10,9,1,2,50,100
city_602,2022-03-10,1,,,,
city_607,2022-03-10,1,,,,
city_614,2022-03-10,1,,,,
city_626,2022-03-10,1,,,,
city_629,2022-03-10,1,,,,
city_645,2022-03-10,1,,,,
city_654,2022-03-10,1,,1,,100
city_673,2022-03-10,7,1,,50,
city_025,2022-03-11,1,,,,
city_036,2022-03-11,3,,,,
city_045,2022-03-11,2,,1,,100
city_051,2022-03-11,1,,,,
city_078,2022-03-11,2,,,,
city_079,2022-03-11,3,,,,
city_088,2022-03-11,1,,1,,100
city_108,2022-03-11,1,,,,
city_121,2022-03-11,4,1,,50,
city_122,2022-03-11,1,,,,
city_125,2022-03-11,4,,,,
city_127,2022-03-11,1,,,,
city_133,2022-03-11,1,,,,
city_138,2022-03-11,2,,,,
city_156,2022-03-11,1,,,,
city_160,2022-03-11,4,,1,,100
city_173,2022-03-11,1,,,,
city_193,2022-03-11,1,,,,
city_207,2022-03-11,1,,,,
city_230,2022-03-11,1,,,,
city_235,2022-03-11,1,,,,
city_257,2022-03-11,1,,,,
city_260,2022-03-11,1,,,,
city_271,2022-03-11,1,,,,
city_276,2022-03-11,2,,,,
city_290,2022-03-11,2,,,,
city_300,2022-03-11,1,,,,
city_306,2022-03-11,1,,,,
city_321,2022-03-11,1,,,,
city_345,2022-03-11,1,,,,
city_348,2022-03-11,1,,,,
city_374,2022-03-11,12,2,1,50,100
"Miami, FL",2022-03-11,3,,1,,100
city_440,2022-03-11,1,,,,
city_443,2022-03-11,1,,1,,100
city_444,2022-03-11,1,,,,
city_447,2022-03-11,22,1,4,50,100
city_461,2022-03-11,2,,,,
city_464,2022-03-11,1,,,,
city_494,2022-03-11,2,,,,
city_495,2022-03-11,4,,1,,100
city_499,2022-03-11,2,,,,
city_509,2022-03-11,1,,1,,100
city_510,2022-03-11,4,,,,
city_529,2022-03-11,1,,,,
city_532,2022-03-11,2,,,,
city_548,2022-03-11,1,1,,50,
city_555,2022-03-11,1,,,,
city_556,2022-03-11,1,,,,
city_559,2022-03-11,4,1,,50,
"San Francisco, CA",2022-03-11,4,,,,
city_561,2022-03-11,2,,,,
city_574,2022-03-11,3,,,,
city_645,2022-03-11,1,,,,
city_664,2022-03-11,1,,,,
city_673,2022-03-11,5,1,,50,
city_697,2022-03-11,1,,,,
city_013,2022-03-12,1,,,,
city_025,2022-03-12,1,,,,
city_036,2022-03-12,1,,,,
city_042,2022-03-12,1,,,,
city_045,2022-03-12,2,,,,
city_047,2022-03-12,1,1,,50,
city_048,2022-03-12,1,,,,
city_051,2022-03-12,2,1,,50,
city_062,2022-03-12,1,,,,
city_076,2022-03-12,1,,,,
city_078,2022-03-12,6,,,,
city_079,2022-03-12,1,,,,
city_088,2022-03-12,1,,,,
city_093,2022-03-12,2,,1,,100
city_121,2022-03-12,1,,,,
city_125,2022-03-12,5,,1,,100
city_127,2022-03-12,1,1,,50,
city_140,2022-03-12,1,,,,
city_160,2022-03-12,3,,2,,100
city_173,2022-03-12,4,,,,
city_176,2022-03-12,3,1,1,50,100
city_183,2022-03-12,1,,,,
city_186,2022-03-12,1,,,,
city_212,2022-03-12,1,,,,
city_217,2022-03-12,1,,,,
city_237,2022-03-12,1,,,,
city_242,2022-03-12,1,,,,
city_257,2022-03-12,1,,,,
city_290,2022-03-12,1,,,,
city_291,2022-03-12,1,,,,
city_300,2022-03-12,2,,,,
city_301,2022-03-12,1,1,,50,
city_306,2022-03-12,1,,,,
city_331,2022-03-12,1,,,,
city_333,2022-03-12,1,,1,,100
city_345,2022-03-12,1,,,,
city_351,2022-03-12,1,,,,
city_366,2022-03-12,1,,,,
city_369,2022-03-12,1,,,,
city_374,2022-03-12,16,2,2,50,100
city_384,2022-03-12,1,,,,
city_390,2022-03-12,1,,,,
city_399,2022-03-12,1,,1,,100
"Miami, FL",2022-03-12,2,,1,,100
city_411,2022-03-12,3,,,,
city_443,2022-03-12,1,,,,
city_444,2022-03-12,1,,,,
city_447,2022-03-12,40,4,4,50,100
city_464,2022-03-12,1,,,,
city_467,2022-03-12,1,,,,
city_471,2022-03-12,1,,,,
city_480,2022-03-12,1,,,,
city_485,2022-03-12,1,,,,
city_494,2022-03-12,5,1,,50,
city_495,2022-03-12,2,,,,
city_499,2022-03-12,1,,,,
city_500,2022-03-12,1,,,,
city_510,2022-03-12,3,1,,50,
city_522,2022-03-12,4,,,,
city_526,2022-03-12,1,,,,
city_529,2022-03-12,3,,,,
city_532,2022-03-12,4,,,,
city_548,2022-03-12,4,,,,
city_559,2022-03-12,3,,,,
"San Francisco, CA",2022-03-12,11,,3,,100
city_561,2022-03-12,2,,,,
city_567,2022-03-12,1,,,,
city_574,2022-03-12,5,,1,,100
city_593,2022-03-12,1,,,,
city_607,2022-03-12,3,,,,
city_638,2022-03-12,1,,,,
city_645,2022-03-12,1,,,,
city_654,2022-03-12,2,,,,
city_660,2022-03-12,1,,,,
city_661,2022-03-12,2,,,,
city_673,2022-03-12,10,1,2,50,100
city_690,2022-03-12,1,,1,,100
city_693,2022-03-12,1,,,,
city_699,2022-03-12,1,,,,
city_009,2022-03-13,1,,,,
city_036,2022-03-13,5,,1,,100
city_045,2022-03-13,2,,1,,100
city_047,2022-03-13,4,,,,
city_076,2022-03-13,1,,,,
city_078,2022-03-13,6,,,,
city_079,2022-03-13,1,,,,
city_088,2022-03-13,1,1,,50,
city_120,2022-03-13,1,,,,
city_121,2022-03-13,3,,,,
city_125,2022-03-13,10,,,,
city_133,2022-03-13,3,,,,
city_136,2022-03-13,1,,,,
city_144,2022-03-13,1,1,,50,
city_153,2022-03-13,1,,,,
city_160,2022-03-13,3,,,,
city_172,2022-03-13,1,,,,
city_173,2022-03-13,5,,,,
city_176,2022-03-13,3,,,,
city_237,2022-03-13,1,,,,
city_247,2022-03-13,1,,,,
city_254,2022-03-13,1,,,,
city_258,2022-03-13,1,,,,
city_264,2022-03-13,1,,,,
city_286,2022-03-13,1,,,,
city_290,2022-03-13,1,,,,
city_294,2022-03-13,1,,,,
city_295,2022-03-13,1,,,,
city_300,2022-03-13,2,,,,
city_306,2022-03-13,2,,,,
city_321,2022-03-13,1,,,,
city_338,2022-03-13,1,,,,
city_351,2022-03-13,3,,,,
city_374,2022-03-13,16,3,3,50,100
city_376,2022-03-13,1,,,,
"Miami, FL",2022-03-13,2,,,,
city_421,2022-03-13,1,,,,
city_447,2022-03-13,36,2,7,50,100
